Phone_ID,Brand,Model,Release_Year,Price_USD,Price_INR,RAM_GB,Storage_GB,Processor,Chipset,GPU,Battery_mAh,Charging_Watts,Wireless_Charging,Display_Size_Inches,Resolution,Refresh_Rate_Hz,Display_Type,Rear_Camera_MP,Front_Camera_MP,Number_of_Rear_Cameras,Video_Recording,Operating_System,OS_Version,SIM_Type,Has_5G,Has_NFC,Bluetooth_Version,WiFi_Standard,Fingerprint_Type,Water_Resistance,Weight_Grams,Color,User_Rating,Number_of_Reviews
PH-551533,Samsung,Galaxy S24 Ultra,2024,402,33366,12,512,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Immortalis-G715,4981,67,Yes,6.3,1080x2520,120,OLED,50,8,4,8K@30fps,Android,15,Single SIM,Yes,Yes,5.4,Wi-Fi 5,None,IP54,209,Green,4.4,19102
PH-971662,Samsung,Galaxy A15,2025,455,37765,8,128,Exynos 1380,Dimensity 8300 Ultra,Mali-G615 MC2,4495,67,Yes,6.7,1440x3200,120,Super AMOLED,64,8,3,4K@60fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.1,Wi-Fi 5,None,IP67,193,Purple,4.6,6953
PH-111060,Samsung,Galaxy A15,2023,565,46895,12,512,Exynos 1380,Exynos 1380,Mali-G610 MC6,5142,80,Yes,6.7,1080x2400,90,OLED,64,8,3,8K@24fps,Android,13,Single SIM,Yes,Yes,5.2,Wi-Fi 6E,Rear-mounted,IP68,190,Silver,4.3,34161
PH-606384,Samsung,Galaxy Z Fold5,2023,531,44073,8,512,MediaTek Dimensity 7200,Exynos 1380,Mali-G610 MC6,4653,45,No,6.4,1080x2400,90,Super AMOLED,50,20,3,8K@30fps,Android,14,Single SIM,Yes,Yes,5.1,Wi-Fi 7,None,IP52,206,Red,4.1,40256
PH-306909,Samsung,Galaxy S24 Ultra,2024,409,33947,8,128,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Immortalis-G715,4421,67,No,6.7,1440x3200,90,Super AMOLED,50,20,4,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.2,Wi-Fi 7,Under-display,IP67,188,Titanium,4.2,38687
PH-188868,Samsung,Galaxy S23,2023,359,29797,6,256,Dimensity 8300 Ultra,Exynos 1380,Mali-G610 MC6,4374,67,Yes,6.7,1080x2400,120,Super AMOLED,64,16,2,8K@30fps,Android,14,Dual SIM,Yes,No,5.2,Wi-Fi 5,None,IP54,201,Silver,4.2,25172
PH-688861,Samsung,Galaxy S23,2025,527,43741,8,256,Snapdragon 7s Gen 2,Dimensity 7200,Immortalis-G715,5000,45,No,6.3,1440x3200,90,Super AMOLED,64,8,4,4K@60fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 5,None,None,167,Silver,4.2,27872
PH-207391,Samsung,Galaxy S24 Ultra,2023,478,39674,8,256,Exynos 1380,Dimensity 8300 Ultra,Mali-G610 MC6,4178,67,No,6.8,1080x2400,90,Super AMOLED,48,12,2,4K@120fps,Android,14,Single SIM,Yes,No,5.2,Wi-Fi 6E,Rear-mounted,None,202,Midnight,4.4,33722
PH-812296,Samsung,Galaxy Z Flip5,2024,364,30212,6,256,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Immortalis-G715,4271,45,No,6.3,1080x2400,120,OLED,12,20,2,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 6E,Side-mounted,IP52,196,Red,4.1,30054
PH-765678,Samsung,Galaxy S24,2025,519,43077,8,128,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Adreno 725,4433,67,Yes,6.4,1080x2520,120,Super AMOLED,12,8,2,8K@30fps,Android,14,Dual SIM,Yes,No,5.3,Wi-Fi 6,Under-display,IP67,201,Blue,4.5,17968
PH-197874,Samsung,Galaxy Z Flip5,2023,384,31872,8,512,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Mali-G610 MC6,4106,67,Yes,6.6,1080x2400,90,Super AMOLED,108,20,2,4K@60fps,Android,14,Dual SIM,Yes,No,5.3,Wi-Fi 6,None,IP52,210,Silver,4.1,25114
PH-193670,Samsung,Galaxy A25,2024,370,30710,8,256,Snapdragon 7s Gen 2,Dimensity 7200,Mali-G610 MC6,4783,45,No,6.6,1440x3200,90,OLED,64,12,2,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.2,Wi-Fi 7,Rear-mounted,IP54,204,Silver,4.4,18161
PH-775933,Samsung,Galaxy S23,2025,445,36935,12,512,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Adreno 725,4054,80,No,6.8,1080x2520,90,AMOLED,108,8,4,4K@60fps,Android,14,Single SIM,Yes,Yes,5.3,Wi-Fi 7,Rear-mounted,None,183,Gray,4.4,11332
PH-899776,Samsung,Galaxy S23,2023,307,25481,12,128,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Adreno 725,4536,45,Yes,6.2,1440x3200,90,Super AMOLED,108,12,3,4K@60fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 6E,None,None,205,Gray,4.4,42597
PH-814138,Samsung,Galaxy S23,2025,422,35026,8,512,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Adreno 725,4118,45,No,6.3,1080x2400,120,Super AMOLED,12,12,2,8K@24fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 6E,Under-display,IP67,204,Red,4.4,7746
PH-908903,Samsung,Galaxy Z Flip5,2024,332,27556,8,512,Exynos 1380,Dimensity 7200,Adreno 732,4538,80,Yes,6.9,1080x2520,90,AMOLED,12,8,2,8K@30fps,Android,15,Dual SIM,Yes,Yes,5.0,Wi-Fi 5,Under-display,IP52,197,Green,4.2,23863
PH-501583,Samsung,Galaxy Z Fold5,2023,514,42662,12,512,Snapdragon 7 Gen 3,Dimensity 7200,Mali-G610 MC6,4459,67,Yes,6.4,1080x2400,120,Super AMOLED,64,8,3,4K@120fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 7,Side-mounted,IP67,201,Silver,4.2,19119
PH-691194,Samsung,Galaxy S24 Ultra,2023,552,45816,8,256,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Adreno 732,4400,80,No,6.8,1440x3200,90,AMOLED,64,16,2,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 5,Under-display,IP67,191,White,4.0,2887
PH-342716,Samsung,Galaxy A25,2024,597,49551,12,128,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Adreno 732,4195,80,No,6.3,1080x2520,120,OLED,50,16,3,4K@120fps,Android,13,Single SIM,Yes,No,5.1,Wi-Fi 5,Under-display,IP52,192,Blue,4.4,29472
PH-588694,Samsung,Galaxy S24,2023,406,33698,12,256,Exynos 1380,Snapdragon 7 Gen 3,Mali-G610 MC6,4925,67,No,6.5,1080x2400,90,OLED,12,12,2,4K@120fps,Android,15,Dual SIM,Yes,No,5.2,Wi-Fi 6E,Under-display,IP52,208,Purple,4.2,29645
PH-682959,Samsung,Galaxy Z Flip5,2024,362,30046,6,128,Snapdragon 7 Gen 3,Exynos 1380,Mali-G615 MC2,4024,45,No,6.8,1080x2400,90,OLED,12,8,2,8K@30fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 6E,Side-mounted,IP52,190,Green,4.2,3328
PH-276149,Samsung,Galaxy A15,2024,518,42994,6,256,Exynos 1380,Exynos 1380,Mali-G615 MC2,4353,67,Yes,6.4,1440x3200,90,AMOLED,50,20,3,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 6,None,IP54,193,Gray,4.5,34469
PH-361250,Samsung,Galaxy A25,2025,578,47974,8,256,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Adreno 732,4992,67,Yes,6.8,1080x2520,120,AMOLED,108,16,4,8K@30fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 6E,Side-mounted,IP54,176,Titanium,4.0,25465
PH-472039,Samsung,Galaxy A15,2023,483,40089,12,256,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Adreno 725,4057,80,No,6.7,1440x3200,90,AMOLED,48,8,4,8K@24fps,Android,14,Single SIM,Yes,Yes,5.1,Wi-Fi 6E,Under-display,IP67,199,Black,4.2,1446
PH-254887,Samsung,Galaxy S24,2025,491,40753,8,128,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Mali-G610 MC6,4810,80,Yes,6.3,1440x3200,120,Super AMOLED,108,16,2,8K@30fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.1,Wi-Fi 6,Side-mounted,None,175,Purple,4.4,37200
PH-133955,Samsung,Galaxy Z Fold5,2024,589,48887,12,128,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Adreno 725,4213,67,No,6.3,1080x2400,90,OLED,48,8,3,4K@120fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 7,None,IP68,185,Blue,4.1,27143
PH-617033,Samsung,Galaxy S24,2025,545,45235,8,128,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Adreno 732,5183,80,No,6.7,1080x2400,90,OLED,12,16,2,8K@30fps,Android,13,Dual SIM,Yes,Yes,5.4,Wi-Fi 5,Rear-mounted,None,169,Titanium,4.5,31646
PH-838726,Samsung,Galaxy S24 Ultra,2025,522,43326,6,512,Exynos 1380,Snapdragon 7s Gen 2,Adreno 732,4321,45,No,6.3,1080x2400,90,OLED,12,8,2,8K@24fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 5,Rear-mounted,IP52,209,Purple,4.3,5752
PH-408857,Samsung,Galaxy S24,2023,387,32121,6,128,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Mali-G615 MC2,4597,45,Yes,6.5,1080x2400,90,OLED,50,20,3,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 7,Rear-mounted,IP54,195,Midnight,4.3,36988
PH-164633,Samsung,Galaxy A15,2023,577,47891,12,256,Exynos 1380,Dimensity 7200,Immortalis-G715,4847,80,Yes,6.4,1080x2400,90,OLED,64,8,4,8K@30fps,Android,14,Single SIM,Yes,Yes,5.1,Wi-Fi 6,Under-display,IP54,199,Black,4.4,27756
PH-182175,Samsung,Galaxy A25,2025,432,35856,6,512,Snapdragon 7s Gen 2,Exynos 1380,Immortalis-G715,4654,80,No,6.8,1440x3200,90,AMOLED,108,20,2,8K@24fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 5,Rear-mounted,None,200,Graphite,4.2,26938
PH-376967,Samsung,Galaxy Z Fold5,2025,319,26477,12,256,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Adreno 732,4352,67,No,6.5,1080x2520,120,AMOLED,50,16,3,8K@24fps,Android,15,Dual SIM,Yes,Yes,5.1,Wi-Fi 6,Rear-mounted,IP68,186,Graphite,4.4,17666
PH-864201,Samsung,Galaxy A25,2025,526,43658,6,128,Dimensity 8300 Ultra,Dimensity 7200,Mali-G615 MC2,4432,67,No,6.7,1080x2400,120,Super AMOLED,48,12,2,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.0,Wi-Fi 6E,Under-display,IP67,169,Graphite,4.2,30433
PH-629663,Samsung,Galaxy Z Flip5,2025,490,40670,6,128,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Adreno 725,5001,80,Yes,6.5,1080x2400,120,OLED,48,12,2,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 5,Side-mounted,IP68,175,Blue,4.5,42436
PH-281614,Samsung,Galaxy S23,2024,440,36520,12,256,Exynos 1380,Dimensity 8300 Ultra,Mali-G615 MC2,4867,67,Yes,6.8,1080x2400,120,AMOLED,108,16,4,4K@120fps,Android,15,Dual SIM,Yes,No,5.3,Wi-Fi 5,Rear-mounted,IP67,194,Gray,4.2,21318
PH-390334,Samsung,Galaxy Z Flip5,2023,423,35109,6,512,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Immortalis-G715,4116,80,No,6.5,1440x3200,120,OLED,12,12,2,4K@120fps,Android,15,Single SIM,Yes,No,5.4,Wi-Fi 7,Rear-mounted,None,206,Midnight,4.3,11150
PH-981473,Samsung,Galaxy A15,2023,432,35856,8,128,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Adreno 732,5144,45,No,6.9,1440x3200,120,OLED,50,20,2,8K@24fps,Android,15,Dual SIM,Yes,No,5.3,Wi-Fi 6,Side-mounted,IP68,187,Gold,4.1,19563
PH-533174,Samsung,Galaxy S24,2023,509,42247,6,256,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Adreno 725,5166,67,No,6.3,1080x2520,90,OLED,48,12,4,8K@30fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 7,None,IP68,186,Purple,4.4,31296
PH-501936,Samsung,Galaxy Z Fold5,2025,491,40753,6,512,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Mali-G610 MC6,4028,67,No,6.7,1080x2520,90,AMOLED,108,16,2,4K@60fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.2,Wi-Fi 7,Rear-mounted,IP68,205,Gray,4.4,8778
PH-459381,Samsung,Galaxy Z Flip5,2023,309,25647,6,256,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Immortalis-G715,4467,45,No,6.7,1080x2520,90,Super AMOLED,108,8,4,4K@60fps,Android,13,Dual SIM,Yes,No,5.0,Wi-Fi 5,None,IP68,202,Purple,4.3,8109
PH-673867,Samsung,Galaxy S23,2025,304,25232,6,128,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Adreno 725,4616,67,No,6.7,1080x2520,120,AMOLED,48,12,3,8K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6,Side-mounted,None,171,Green,4.3,13621
PH-821634,Samsung,Galaxy Z Fold5,2023,345,28635,6,128,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Adreno 732,4226,80,No,6.7,1080x2520,90,OLED,12,8,2,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.2,Wi-Fi 6E,None,IP52,171,White,4.5,49699
PH-148118,Samsung,Galaxy A15,2025,468,38844,12,128,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Adreno 732,4732,67,No,6.9,1440x3200,120,OLED,64,20,4,8K@30fps,Android,13,Dual SIM,Yes,Yes,5.1,Wi-Fi 5,None,None,186,Green,4.1,37296
PH-811346,Samsung,Galaxy S24 Ultra,2025,314,26062,8,256,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Mali-G615 MC2,4267,67,Yes,6.8,1440x3200,90,Super AMOLED,108,12,4,4K@120fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 6,None,IP67,167,Gray,4.0,44331
PH-772561,Samsung,Galaxy S24,2025,305,25315,12,128,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Mali-G615 MC2,4321,80,No,6.8,1440x3200,120,AMOLED,64,20,2,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.0,Wi-Fi 7,None,IP67,196,White,4.2,32605
PH-881439,Samsung,Galaxy Z Flip5,2024,585,48555,8,128,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Adreno 732,5124,45,No,6.8,1440x3200,120,Super AMOLED,108,20,4,4K@120fps,Android,14,Dual SIM,Yes,Yes,5.0,Wi-Fi 6,Side-mounted,IP67,186,Graphite,4.2,41537
PH-938769,Samsung,Galaxy Z Flip5,2025,354,29382,8,512,Dimensity 8300 Ultra,Dimensity 7200,Immortalis-G715,4093,45,No,6.5,1440x3200,120,AMOLED,50,8,3,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 7,Under-display,IP68,204,Black,4.1,34767
PH-871976,Samsung,Galaxy S23,2024,560,46480,12,256,Exynos 1380,Dimensity 8300 Ultra,Immortalis-G715,4362,80,No,6.6,1440x3200,90,Super AMOLED,48,16,3,4K@120fps,Android,14,Single SIM,Yes,Yes,5.1,Wi-Fi 7,Rear-mounted,None,207,Graphite,4.4,46663
PH-872610,Samsung,Galaxy S24,2023,448,37184,12,512,Exynos 1380,Dimensity 8300 Ultra,Mali-G615 MC2,4707,80,Yes,6.3,1080x2520,90,OLED,12,8,2,4K@60fps,Android,13,Dual SIM,Yes,No,5.0,Wi-Fi 6,Rear-mounted,IP54,187,Midnight,4.3,44796
PH-362732,Samsung,Galaxy A25,2025,577,47891,8,128,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Immortalis-G715,4066,67,No,6.8,1080x2520,90,OLED,50,8,2,4K@120fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 6E,Under-display,IP54,180,Midnight,4.3,29423
PH-286044,Samsung,Galaxy S24,2023,361,29963,12,512,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Mali-G610 MC6,4772,45,No,6.5,1080x2400,120,AMOLED,50,8,4,4K@120fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 6E,Under-display,IP54,202,Gold,4.5,4478
PH-924451,Samsung,Galaxy A25,2025,347,28801,12,256,Exynos 1380,Dimensity 8300 Ultra,Mali-G615 MC2,4715,45,Yes,6.8,1080x2400,120,Super AMOLED,12,16,2,8K@24fps,Android,15,Single SIM,Yes,Yes,5.0,Wi-Fi 6E,None,IP52,183,Purple,4.1,16825
PH-666479,Samsung,Galaxy S24 Ultra,2025,560,46480,8,512,Exynos 1380,Snapdragon 7 Gen 3,Adreno 725,4912,67,Yes,6.2,1440x3200,90,AMOLED,48,20,2,8K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.0,Wi-Fi 6,Side-mounted,IP68,171,Red,4.1,21749
PH-139726,Samsung,Galaxy Z Fold5,2023,585,48555,6,256,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Immortalis-G715,4144,80,Yes,6.8,1080x2400,120,Super AMOLED,108,8,4,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.0,Wi-Fi 6E,Side-mounted,IP67,193,Gray,4.4,19759
PH-736030,Samsung,Galaxy S24 Ultra,2024,315,26145,8,256,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Mali-G615 MC2,4970,45,Yes,6.6,1080x2400,90,Super AMOLED,12,8,2,4K@60fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 5,Rear-mounted,IP54,205,Red,4.1,48600
PH-861200,Samsung,Galaxy S23,2024,372,30876,12,512,Snapdragon 7 Gen 3,Exynos 1380,Immortalis-G715,4329,45,No,6.4,1440x3200,120,Super AMOLED,12,16,2,4K@60fps,Android,13,Single SIM,Yes,No,5.4,Wi-Fi 7,Rear-mounted,IP67,176,Blue,4.4,44004
PH-787313,Samsung,Galaxy Z Flip5,2024,399,33117,12,128,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Mali-G610 MC6,4650,67,No,6.5,1440x3200,120,AMOLED,64,16,3,8K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 7,None,IP67,185,Midnight,4.6,31924
PH-678469,Samsung,Galaxy Z Flip5,2025,443,36769,12,128,Exynos 1380,Dimensity 8300 Ultra,Mali-G615 MC2,4286,80,No,6.3,1080x2400,90,AMOLED,108,16,4,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.3,Wi-Fi 6,Rear-mounted,IP54,197,Green,4.4,32851
PH-635205,Samsung,Galaxy S24 Ultra,2024,422,35026,12,128,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Mali-G610 MC6,4339,80,No,6.3,1080x2520,90,AMOLED,50,12,2,8K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 7,Side-mounted,IP52,195,Gray,4.6,21248
PH-208239,Samsung,Galaxy A25,2025,389,32287,12,512,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Immortalis-G715,4771,80,Yes,6.5,1080x2400,90,Super AMOLED,108,12,3,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 6,Under-display,IP54,179,Graphite,4.3,39464
PH-852146,Samsung,Galaxy A15,2024,358,29714,8,512,Exynos 1380,Exynos 1380,Mali-G610 MC6,4986,80,No,6.5,1440x3200,90,AMOLED,108,8,4,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 7,Side-mounted,IP67,166,White,4.1,14204
PH-571023,Samsung,Galaxy Z Fold5,2023,373,30959,6,256,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Immortalis-G715,5193,45,No,6.6,1080x2400,120,AMOLED,12,12,2,8K@24fps,Android,13,Dual SIM,Yes,Yes,5.1,Wi-Fi 7,Side-mounted,None,194,Gold,4.4,49318
PH-223224,Samsung,Galaxy S23,2025,576,47808,6,512,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Adreno 732,4002,80,Yes,6.7,1440x3200,120,Super AMOLED,108,8,3,8K@30fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 6E,None,IP67,209,Silver,4.3,368
PH-843596,Samsung,Galaxy Z Flip5,2025,303,25149,6,512,Exynos 1380,Snapdragon 7s Gen 2,Adreno 732,4768,80,Yes,6.3,1080x2520,120,Super AMOLED,108,16,4,4K@120fps,Android,14,Single SIM,Yes,Yes,5.3,Wi-Fi 7,Under-display,IP67,171,Gold,4.1,36376
PH-607259,Samsung,Galaxy Z Flip5,2026,976,81008,12,512,Snapdragon 8+ Gen 1,Exynos 2400,Mali-G710 MC10,4641,45,Yes,6.6,1290x2796,144,OLED,12,12,2,8K@24fps,Android,13,Dual SIM,Yes,Yes,5.1,Wi-Fi 7,None,IP52,204,White,4.8,17251
PH-332542,Samsung,Galaxy Z Flip5,2026,805,66815,8,512,MediaTek Dimensity 9200+,Snapdragon 8+ Gen 1,Mali-G710 MC10,5128,80,Yes,6.6,1440x3200,120,AMOLED,108,12,4,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 5,Under-display,IP52,171,Midnight,4.6,26187
PH-470281,Samsung,Galaxy S24,2026,977,81091,8,256,Google Tensor G3,Dimensity 9200+,Adreno 735,5220,45,Yes,6.7,1560x3120,144,AMOLED,64,8,3,8K@30fps,Android,15,Dual SIM,Yes,Yes,5.4,Wi-Fi 5,Rear-mounted,IP67,195,White,4.7,33648
PH-370211,Samsung,Galaxy S23,2025,994,82502,16,512,Exynos 2400,Snapdragon 8 Gen 2,Mali-G710 MC10,4749,80,Yes,6.8,1560x3120,144,AMOLED,48,12,3,8K@24fps,Android,15,Dual SIM,Yes,Yes,5.2,Wi-Fi 6,Rear-mounted,IP52,203,Purple,4.5,44161
PH-885161,Samsung,Galaxy Z Fold5,2026,760,63080,8,512,Exynos 2400,Dimensity 9200+,Immortalis-G720,4862,67,Yes,6.7,1440x3200,144,OLED,50,12,2,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 5,Side-mounted,IP52,171,Gray,4.8,43488
PH-616596,Samsung,Galaxy S24 Ultra,2024,917,76111,12,512,Exynos 2400,Dimensity 9200+,Adreno 735,4822,100,Yes,6.7,1440x3200,144,AMOLED,108,20,3,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 7,Side-mounted,None,191,Green,4.3,20696
PH-822689,Samsung,Galaxy Z Flip5,2026,897,74451,8,512,Exynos 2400,Snapdragon 8+ Gen 1,Mali-G710 MC10,4603,80,Yes,6.4,1440x3200,144,LTPO AMOLED,64,20,2,8K@24fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 6E,None,IP54,171,Titanium,4.5,8604
PH-703867,Samsung,Galaxy S24 Ultra,2026,884,73372,12,256,Exynos 2400,Dimensity 9200+,Adreno 735,4942,100,Yes,6.2,1290x2796,120,OLED,50,20,3,4K@120fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 5,Under-display,IP52,190,Silver,4.7,16675
PH-599687,Samsung,Galaxy Z Fold5,2026,784,65072,12,512,Snapdragon 8+ Gen 1,Snapdragon 8+ Gen 1,Adreno 735,4868,80,Yes,6.3,1560x3120,144,AMOLED,50,16,4,8K@24fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 7,Rear-mounted,IP68,167,Gray,4.4,9502
PH-275715,Samsung,Galaxy A25,2026,636,52788,16,512,Snapdragon 8+ Gen 1,Exynos 2400,Mali-G710 MC10,4581,67,Yes,6.3,1560x3120,144,LTPO AMOLED,108,20,3,8K@30fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 6E,Side-mounted,IP54,180,Blue,4.6,26030
PH-208013,Samsung,Galaxy A25,2025,613,50879,16,256,Exynos 2400,Tensor G3,Immortalis-G720,5289,100,Yes,6.5,1290x2796,120,AMOLED,50,20,4,8K@30fps,Android,15,Single SIM,Yes,Yes,5.0,Wi-Fi 5,Rear-mounted,IP67,166,Green,4.4,30627
PH-666843,Samsung,Galaxy S23,2025,902,74866,8,256,Google Tensor G3,Exynos 2400,Adreno 735,5111,100,Yes,6.5,1440x3200,144,AMOLED,64,16,3,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 5,Under-display,IP67,193,Midnight,4.6,30759
PH-661091,Samsung,Galaxy A15,2025,992,82336,12,256,Exynos 2400,Dimensity 9200+,Immortalis-G720,4940,80,Yes,6.5,1290x2796,120,OLED,64,20,2,4K@120fps,Android,14,Single SIM,Yes,Yes,5.4,Wi-Fi 6E,Rear-mounted,None,195,Midnight,4.4,27070
PH-297132,Samsung,Galaxy Z Flip5,2024,926,76858,12,256,Snapdragon 8+ Gen 1,Snapdragon 8 Gen 2,Immortalis-G720,4966,100,Yes,6.3,1560x3120,144,AMOLED,50,12,4,8K@24fps,Android,13,Single SIM,Yes,Yes,5.0,Wi-Fi 6,Side-mounted,IP68,172,Silver,4.4,22417
PH-540656,Samsung,Galaxy Z Flip5,2025,769,63827,12,256,Google Tensor G3,Exynos 2400,Adreno 740,4582,67,Yes,6.1,1290x2796,144,AMOLED,48,20,3,8K@30fps,Android,13,Single SIM,Yes,Yes,5.3,Wi-Fi 5,Under-display,IP68,164,Purple,4.5,44669
PH-427270,Samsung,Galaxy S24,2026,981,81423,16,256,Snapdragon 8 Gen 2,Dimensity 9200+,Xclipse 920,5459,45,Yes,6.3,1440x3200,144,LTPO AMOLED,48,16,4,4K@60fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 7,Under-display,IP67,172,White,4.4,16310
PH-265358,Samsung,Galaxy A15,2026,988,82004,16,512,Exynos 2400,Dimensity 9200+,Mali-G710 MC10,5140,45,Yes,6.1,1290x2796,120,OLED,50,20,4,8K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6,Rear-mounted,IP52,204,Green,4.5,46319
PH-558752,Samsung,Galaxy Z Fold5,2026,890,73870,12,256,Snapdragon 8 Gen 2,Snapdragon 8+ Gen 1,Immortalis-G720,4691,80,Yes,6.3,1560x3120,144,LTPO AMOLED,50,16,3,4K@60fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 5,Rear-mounted,None,177,Silver,4.7,21027
